,ORA_ACTU,GLE_ACTU,ALO_ACTU,KER_ACTU,CAP_ACTU,AIR_ACTU,CS_ACTU,BNP_ACTU,ORA_RDMT_5,GLE_RDMT_5,ALO_RDMT_5,KER_RDMT_5,CAP_RDMT_5,AIR_RDMT_5,CS_RDMT_5,BNP_RDMT_5
2020-08-07,NR,NR,NR,NR,NR,NR,Oddo confirme son conseil à l'achat (CF),NR,0.020816122677261628,0.0577530177215031,0.00781749523760178,0.02317914877619387,0.0004491951571647945,0.04054830353319128,0.03065175208948756,0.03325818264938474
2020-08-10,NR,NR,Toujours confiant dans Bombardier Transport (CF),NR,NR,NR,NR,NR,0.004079963510575935,0.021158613374554935,0.030134661010451813,0.03536608084860271,0.012663897402417357,-0.008603873691271913,0.00023061059240525594,0.013402193512255689
2020-08-11,NR,NR,NR,NR,NR,NR,Bien orienté avec des propos de broker (CF) | Credit Suisse reste à 'surperformance' (CF),NR,-0.011093243877480341,-0.033211379511516315,0.015342041422302,0.010411389790822678,0.004003531513641301,-0.09123125387766629,-0.025238405208356185,-0.042678106620020695
2020-08-13,NR,NR,NR,"Repasse la barre des 500E, résistance vers 515E (CF)",NR,Washington maintient ses taxes punitives contre l'UE en dépit d'une concessi... (AFP),NR,NR,-0.0148776997242962,-0.04577462163810486,-0.016356131643568528,-0.024768142901522405,-0.009700162780598043,-0.056343856901291844,-0.014261505808022323,-0.027980529885042404
2020-08-14,NR,TCG Companies dépasse les 5% du capital (CF),NR,NR,NR,NR,NR,"Rétrograde vers 35,7E (CF)",-0.007672139366993624,-0.055737266996942925,0.003144641069679821,-0.0022150746878693006,0.023798846539677232,-0.042019120144923594,-0.01971289143598076,-0.035460972244175215
2020-08-17,NR,TCG Companies dépasse les 5% des votes (CF),NR,NR,"Repart à l'assaut des 114,4E (CF)",NR,NR,NR,0.02092648627974203,-0.011288938918101565,0.007053918498883149,0.012921991958130485,0.033050510750324946,0.009238465987681854,0.01245098043527304,-0.0002754738128560863
2020-08-24,BlackRock dépasse les 5% du capital (CF),"Finit fort la séance du 24/08, rejoint 13,8E (CF)",NR,NR,NR,Refranchit le cap des 72E (CF),Fusion dans l'assurance dommages en Inde (CF),NR,-0.07164181625514587,-0.018499820298762404,-0.03914295555456859,0.01780057233737309,0.0030263594423107776,-0.045215009781180315,-0.027784046076958058,0.007716653726728584
2020-08-25,NR,NR,NR,NR,Plateforme Ensconce renforcée avec OpenNESS (CF),NR,NR,NR,-0.08004015188769642,-0.04102638475990228,-0.01891886459614045,0.029209946516763452,0.0008576198578877925,-0.02780880284603293,-0.02864296420783896,-0.007563298164538934
2020-08-26,Le pullback sous les 10E se confirme (CF),NR,NR,NR,NR,NR,NR,NR,-0.06304656382422447,-0.07050356612455422,-0.02269915348699958,0.06101302196504399,-0.001268983928570222,0.026195957050765273,-0.01885296541254622,-0.027642287685227362
2020-08-27,BlackRock passe sous les 5% du capital (CF),NR,NR,NR,Livraison d'une plateforme pour le japonais TCI (CF),NR,NR,Acquisition d'un immeuble de bureaux à Paris (CF),-0.034789857400114754,-0.056809887762322986,-0.009863594121195973,0.0656304237369727,0.011111137194511178,-0.008459306686845247,-0.0049459650385242915,-0.009317625019144016
2020-08-28,NR,NR,Credit Suisse relève son objectif de cours (CF),NR,NR,NR,NR,"Rebondit de +3% vers 37,6E (CF)",-0.03698277836665631,-0.03391270922265843,-0.006330510040850612,0.07495644610115626,-0.004678885899438434,-0.023236332662094683,-0.01727491360906641,-0.015341934304264004
2020-09-02,NR,NR,BlackRock est monté dans le capital (CF),Bondit de +5% au contact des 550E (CF),NR,NR,NR,NR,0.04232693227473483,0.020278644146764835,-0.01731419388464206,-0.0007233714540009206,-0.008470986650983447,-0.03731967776181855,0.00926032229092022,0.025362313832838268
2020-09-03,NR,NR,NR,NR,Baisse de 20% du résultat net semestriel (CF),NR,NR,NR,0.019952889182159206,0.023474896161803205,-0.03476050001364639,0.007383462472940527,-0.01521557908134874,-0.028811154665646876,0.003930227330777969,0.02365143862094321
2020-09-04,NR,"Rebondit vers 13,3E (CF)",NR,NR,"En hausse, deux brokers ont revu leurs cibles (CF) | Credit Suisse relève son objectif de cours (CF) | Oddo BHF revoit sa cible à la hausse (CF)",NR,NR,NR,0.030158371176483234,-0.060845384799293245,-0.017625849941946714,0.028108064118806286,-0.00341881646050346,-0.01375751076621512,0.00465657289202448,-0.029952932423749634
2020-09-07,NR,NR,NR,NR,Invest Securities relève son conseil et l'objectif (CF),S'envole de +5% vers 73E (CF),NR,NR,0.027213806567252474,-0.023953893097241052,-0.029771977067407973,0.028520499108734443,-0.0004224370342870154,-0.03321129266273948,-0.0020800326016870985,-0.02219256142223336
2020-09-08,"5G: ""La France a pris un peu de retard"", affirme le PDG d'Orange à l'AFP (AFP)",NR,NR,NR,NR,NR,NR,NR,0.03731180383650479,-0.0016899185530757643,-0.024521424931901348,0.061621643616272426,0.03032928902704657,-0.01836670591669365,0.015573380379466872,-0.01619767096625213
2020-09-09,Accord pour une diffusion de Téléfoot (CF),NR,NR,NR,NR,Commande d'un hélicoptère au Japon (CF),"Se hisse au-delà des 17,5E (CF)",NR,0.0033319020936746213,-0.01608252849429359,-0.015040822779467167,0.08577637804598681,0.020076876658277065,0.02017584000854966,-0.018235972652658416,-0.029355852247311853
2020-09-10,Succès de sa 1ère émission d'obligations durables (CF),NR,NR,"+2% à 563E, soulève la résistance des 561E (CF)",NR,NR,NR,NR,0.015986481657066287,-0.017051443873307925,-0.0015370918835857506,0.06632101173895633,0.009012901731826783,0.02419355193130035,-0.02993669733101878,-0.04269698109578146
2020-09-11,NR,Rechute sous les 13E (CF),NR,NR,NR,NR,NR,NR,0.002106097670467877,-0.016508323708341988,-0.018158197993030978,0.029968519720902753,0.011149254449144275,-0.003196762884026483,-0.03499421109751999,-0.04195511946942854
2020-09-15,Succès d'une émission d'obligations durables (CF),Financement de 3 MdsE pour le Grand Paris (CF),NR,"Rejoint les 591E, le sommet des 610,2E sont portée (CF)",NR,NR,NR,Nomination chez BNP Paribas REIM (CF),-0.027135082424920465,-0.10357037868266439,-0.031091527757127313,-0.03547186690606974,-0.04415475132569546,-0.10233166496154611,-0.09154271005264492,-0.1008789718467138
2020-09-16,NR,NR,Alstom signe le rachat de Bombardier Transport à un prix revu à la baisse (AFP) | Accord définitif avec Bombardier (CF),NR,Contrat signé avec l'Agence spatiale européenne (CF),"Prend de l'altitude, dépasse les 70E (CF) | Berger (CFDT) demande à Airbus de ""ne pas se précipiter à supprimer des empl... (AFP)",NR,NR,-0.04317138090184969,-0.11241327317562733,-0.058900463063719766,-0.037166646321614594,-0.050251255639218284,-0.12713659957060275,-0.07862153068953881,-0.1191542780693251
2020-09-17,NR,NR,"En légère baisse, mais un broker reste à l'achat (CF) | Oddo BHF reste à l'achat (CF) | Invest Securities n'est plus à 'vente' (CF)",NR,SAP S/4HANA déployé chez Cooper Standard (CF),"Le titre résiste, un analyste relève son objectif (CF) | Crédit Suisse relève son objectif de cours (CF)",NR,NR,-0.06625252585484165,-0.1393920787347901,-0.05014299815699308,-0.04509643657009643,-0.05146748528023404,-0.1612767263462228,-0.06326409261767807,-0.12039518649266545
2020-09-18,NR,NR,Présente la 1ère rame du RER NG pour l'Île-de-France (CF),NR,NR,NR,"En baisse, mais un broker reste optimiste (CF) | Credit Suisse reste à 'Surperformance' (CF) | Pertes d'exploitation: Axa condamné à indemniser cinq restaurateurs (AFP)",NR,-0.06578388653159484,-0.13665873448249954,-0.05107877985978093,-0.036923620480353025,-0.06318918135044682,-0.12507286016331576,-0.0652017551363343,-0.12559621527352027
2020-09-21,"BlackRock a baissé sa participation (CF) | Pour le patron d'Orange, Huawei doit procéder à des changements ""radicaux"" (AFP)","Avalement baissier, rechute vers 18,8E (CF)",NR,MainFirst relève son objectif de cours (CF),NR,Choisi par l'ESA pour le programme Copernicus (CF) | Présente le 1er avion commercial zéro émission (CF),NR,"Plonge sous 34,1E, affiche -7% à 32,2E (CF) | BEFA signé pour un immeuble à Gennevilliers (CF)",-0.016185450855683903,-0.01800720661164057,-0.013885770268847075,-0.004160824253983342,-0.008362649304600178,-0.02777336661427232,0.006124973297119141,-0.017598014991206945
2020-09-22,NR,NR,NR,NR,Approché par Apax Parners pour vendre Odigo (CF),"Replonge vers 61,5E, support à préserver (CF)",NR,Programme résidentiel à Nice (CF),-0.0482162269386085,-0.05339053742209954,0.0034137320393090587,0.014604941001674643,-0.02463707007623961,0.0035273564930375922,0.00716109394246689,-0.038019873837949913
2020-09-23,NR,Le groupe Société Générale envisage de fusionner ses réseaux Crédit du Nord ... (AFP) | Étude de banque de détail en France (CF),Signe un contrat d'environ 70 ME en Roumanie (CF),NR,NR,NR,NR,NR,-0.03644256320755623,-0.016852001626680768,-0.01437180408167782,-0.017483185749828545,-0.03218696187623893,0.004531457762553925,0.0001267817307102348,-0.015259880572264017
2020-09-24,Crédit Suisse confirme son conseil sur la valeur (CF),NR,NR,NR,NR,Nouveau pullback sous 60E (CF),NR,NR,-0.03725060149145354,-0.01462714583102609,-0.028941893892200476,0.022823034686100696,-0.026008982294878136,0.08801340931604695,-0.004941717353271091,-0.01620664837097363
2020-09-25,NR,NR,NR,NR,Sélectionné par l'UGAP avec onepoint (CF),Omni Taxi Aereo utilise l'hélicoptère H175 au Brésil (CF) | Livraison d'un hélicoptère H175 au Brésil (CF),NR,Tente de préserver les 30E (CF),-0.0056243182006644465,0.012289051820880248,-0.03480283117345251,0.02084803496990939,-0.021276582517447462,0.07664115717652153,0.0059087995782027836,0.007933876731178957
2020-09-28,S'associe avec Schneider pour déployer la 5G (CF) | La 5G s'invite sur le court de Roland-Garros (CF) | BlackRock dépasse les 5% du capital (CF),NR,NR,NR,De nouveau récompensé par AI Breakthrough (CF),A signé plusieurs accords avec ArianeGroup (CF) | L'OTAN commande un Airbus A330 MRTT supplémentaire (CF) | Pourrait réduire la durée du temps de travail (CF) | Envisagerait de réduire la durée du temps de travail (CF),NR,NR,0.018674884633610445,-0.00558855497517885,-0.04837616933439215,0.015494364555407092,-0.03373282734385796,0.0560102969274332,-0.010808783140449973,-0.011470766015674538
2020-09-29,Un nouveau smartphone destiné au marché africain (CF),Annonce plusieurs nominations (CF),NR,NR,Remporte un prix décerné par AI Breakthrough (CF),NR,NR,Acquisition d'un entrepôt en région nantaise (CF),0.04725129156036134,0.10192243033715176,-0.05783619465143097,0.00832474684593465,-0.030221006046321053,0.08276076813948263,0.030726270343301554,0.06581703348742884
2020-09-30,Un service de formation en ligne pour l'Afrique (CF),NR,"Jusqu'à -5%, rechute sous les 42E (CF)",NR,NR,Livraison du premier hélicoptère H145 à 5 pales (CF) | Signature d'un accord avec la défense finlandaise (CF) | BofA ajoute le titre à sa liste de meilleures idées (CF),NR,NR,0.02228725327943626,0.08994527453021339,-0.045860774701149576,0.02713182712554718,-0.03280180842023772,0.07459315734142091,0.01470584412659992,0.06876510523114754
2020-10-01,Regroupe ses activités santé au sein d'Enovacom (CF),NR,NR,"Rebond du titre, un analyste relève son objectif (CF) | Crédit Suisse relevé son objectif de cours (CF) | Oddo confirme son conseil sur le titre (CF)",NR,"Le titre s'envole, un analyste passe à l'achat (CF) | Un accord avec l'Institut indien d'aéronautique (CF) | Livraison de deux hélicoptères à la NASA (CF) | Les 62E étant refranchis, prochain objectif 68/69E (CF) | Berenberg relève sa recommandation à l'achat (CF)",NR,NR,0.056195291941408154,0.13993478276632532,-0.03361947678447785,-0.010470264060348788,0.029465972583777367,0.03112475493950373,0.031962297501326065,0.09998370462907369
2020-10-02,Remporte la quantité la plus élevée de fréquences 5G (CF),NR,Dévoile le design des futurs métros parisiens (CF),NR,NR,NR,NR,Pullback sur les 30E (CF),0.06742078138289687,0.124841479078176,-0.020673084720445933,0.006922810807384883,0.04440335910741866,0.0334261210292055,0.03409522750600891,0.09609702918406082
2020-10-05,"Refranchit les 9E, teste les 9,17E (CF)","Enfin un plancher à 10,8E ? (CF)",NR,"Lance la cession d'environ 5,9% du capital de Puma (CF) | Kering cède une partie de sa participation dans puma (BNW)",NR,Milestone Aviation commande six hélicoptères H160 (CF),NR,NR,0.044303814593382285,0.11626276894006238,-0.008830499997348973,0.010457803443772562,0.040881990261990575,0.0028874590151959367,0.02373777094136842,0.06628520098167057
2020-10-06,"Présente 're', son projet d'économie circulaire (CF)",NR,NR,"Allègement au capital de Puma (CF) | Succès de la cession de 5,9% du capital de puma par kering (BNW)",NR,"Premières commandes de l'ACJ TwoTwenty (CF) | Présente l'ACJ 220, son nouvel avion d'affaires (CF) | À Singapour, Air Safa choisit l'hélicoptère H125 (CF)",NR,Repart à l'assaut des 33E (CF),0.05466374137594521,0.004772844705538182,-0.006499752211183374,0.013415871113575673,0.04046510208484744,-0.0603511367933508,-0.017245610490182472,-0.026033013904158797
2020-10-07,NR,NR,NR,NR,NR,Un A400M livré à l'armée luxembourgeoise (CF),NR,Nomination chez BNPP Immobilier Résidentiel (CF),0.059017866640372896,-0.0011349620733571708,0.02612759931880726,-0.005145797598627766,0.056523786281220456,-0.06821582654484948,-0.006371769523455972,-0.01676484859840266
2020-10-08,"Inaugure son campus Lumière, à Lyon (CF) | Émission d'obligations hybrides (CF)",NR,NR,NR,S'engage contre le changement climatique (CF) | Tente de s'extraire de son canal baissier (CF) | Neutralisation de la dilution liée au plan ESOP (CF),Développe l'analyse de données géospatiales par IA (CF),NR,NR,0.04731792613474206,-0.06098139252202406,0.0,-0.016999111522929322,-0.02504474933208678,-0.07665865800633842,-0.06293191302076095,-0.06094306734230093
2020-10-09,Investit dans le réseau du continent africain (CF),NR,49 tramways Citadis pour Nantes Métropole (CF),Ouverture de son nouveau siège japonais (CF),NR,L'avionneur dévoile son carnet de commandes (CF) | Livraison d'un A320 à Middle East Airlines (CF),NR,NR,0.007206426527912813,-0.02883382286974845,0.016936743853889213,0.013062971434434356,-0.032772405027723606,-0.03653792282132684,-0.06458382206494873,-0.03635536817651985
2020-10-12,NR,Jefferies relève son conseil (CF) | Bien orienté avec un relèvement de broker (CF),NR,NR,NR,"Une collaboration avec l'Air Force australienne (CF) | Oddo BHF reste à 'achat', ajuste sa cible (CF) | Signe un contrat pour l'hélicoptère NH90 (CF)",NR,NR,-0.01400207197461012,-0.03288233360326098,-0.017336912574566266,-0.005768619398077823,-0.02294797911283275,-0.00409147828166001,-0.07814993033181572,-0.028026309354424517
2020-10-13,NR,NR,"Perspectives encourageantes, Oddo reste à l'achat (CF)",NR,NR,"'gap' sous 65,78E rechute sous 63,5E (CF)",NR,NR,-0.02570958459362871,0.0325962131241051,-0.02931912288253269,-0.000339464023909386,-0.03442108651447029,0.0511935006376798,-0.054775666291456804,0.02921530578696996
2020-10-14,NR,NR,NR,NR,Mainfirst augmente son objectif de cours (CF),"En recul avec des propos de broker (CF) | Première commande par Sky express (CF) | Livraison d'un hélicoptère NH90 à l'Espagne (CF) | Barclays reste à 'surpondérer', réduit sa cible (CF) | Retombe vers 62E (CF) | Choisi pour l'étude d'alunisseur de l'ESA (CF)",NR,NR,-0.024329403748302947,0.00568094879530312,-0.05068452159778891,-0.003620647561961232,-0.053053985703814144,0.03073203517009615,-0.0607318338114895,0.0026113390619031396
2020-10-15,BlackRock dépasse les 5% du capital (CF),Co-prêteur pour une centrale à Madagascar (CF),NR,NR,NR,"Contrat de 24 millions de dollars avec Air Methods (CF) | SAS prend livraison de son premier A321LR (CF) | Va aider l'Australie pour ses satellites militaires (CF) | Reprise des volumes, Oddo reste à l'achat (CF)","Cède ses activités en Europe centrale et orientale (CF) | Rechute lourdement au contact des 15,1E (CF)",NR,-0.02727462891733934,0.05766955419395736,-0.009128989803083742,0.013057990505570771,-0.04266056445760469,0.04304897221722492,-0.033710830470259134,0.02905410207944059
2020-10-16,Inauguration du centre de formation d'apprentis (CF),NR,NR,NR,NR,NR,NR,NR,0.0014730575959498449,0.05738931924276458,-0.0019310724219184783,-0.05666783683503629,-0.031135476112658544,0.05735161099524588,-0.011749141976363231,0.040211088194895606
2020-10-19,NR,NR,NR,NR,"S'envole vers 111,9E (CF)",NR,NR,NR,-0.008266221888159953,0.023588740002573827,-0.012496845974586557,-0.06245729622173635,-0.10442635842165948,0.001978047032917818,-0.02541921563650207,0.010736267030693414
2020-10-20,NR,"Se redresse au-delà des 12,7E (CF)","Cassure des 40,4E de mauvais augure (CF)",NR,NR,S'engage avec Frontex dans la surveillance par drone (CF),NR,NR,-0.032298897677711436,-0.05266494035072644,-0.01073390268894936,-0.07368425197633699,-0.0625,-0.04391996316372537,-0.05861290528392615,-0.05254421229874928
2020-10-22,NR,NR,NR,"Recul du CA de 4,3% au 3e trimestre (CF) | Solide rebond du chiffre d’affaires : kering continue de démontrer sa résili... (BNW)",Premières offres pour 'l'Intelligent Industry' (CF),NR,NR,Lancement d'une carte co-brandée avec Accor (CF),0.02739731619876684,-0.09258074494405089,-0.027888420911373002,-0.09388602276788971,-0.05510301949286567,-0.045771871030672706,-0.07004632754476747,-0.10065977816337746
2020-10-23,NR,NR,NR,Invest Securities repasse à l'achat (CF),Objectifs de réduction carbone approuvés (CF),"Le titre s'envole, soutenu par un analyste (CF) | Possible bonne nouvelle, Mainfirst reste à l'achat (CF)",NR,NR,0.011767227308552286,-0.087058796602137,-0.06940746820031951,-0.06744604316546765,-0.06294899310022961,-0.07996470269472511,-0.07827944975820544,-0.10880598381384099
2020-10-26,NR,NR,Le ravitaillement en hydrogène bientôt sur les rails (CF),NR,"-6%, de retour sous les 100E (CF)",NR,NR,NR,0.035050232487418675,-0.03655435883133973,-0.057072063647878646,-0.04077179362697014,0.01775269464460205,-0.041913415117509456,-0.019800625677033223,-0.055386971796131945
2020-10-27,Morgan Stanley relève à 'pondérer en ligne' (CF),NR,NR,NR,Croissance de près de 16% du CA trimestriel (CF),Transformer la poussière lunaire en oxygène (CF) | L'armée équatorienne reçoit ses deux premiers H145 (CF),Partenariat renforcé avec le Liverpool Football Club (CF),Nomination chez BNPP Real Estate (CF),0.04101215549842441,0.07032820959627584,-0.06106486054863702,-0.004215520337035761,0.024691358024691468,0.03562498092651367,0.050429610197208596,0.05274896507719129
2020-10-28,NR,Renforcement de la stratégie climat (CF),NR,NR,Annonce un partenariat mondial avec CBS (CF) | Invest Securities passe à 'achat' (CF) | Oddo BHF relève son opinion (CF),NR,NR,NR,0.057913262017160294,0.12036547963735234,-0.03895766317280125,0.06058289513069082,0.12611208721472655,0.11024771447018966,0.12503631157118122,0.11327727502133667
2020-10-29,Quasi-stabilité du CA trimestriel (CF),NR,NR,NR,NR,Premiers A330neo livrés à Kuwait Airways (CF) | Lourde perte nette sur neuf mois (CF),NR,NR,-0.0035417078518188427,0.16546248833534505,-0.005891383239501002,0.08631288413164584,0.11967548919237436,0.14439019924256868,0.15357566732921235,0.15611672804287346
2020-10-30,NR,NR,NR,NR,NR,"L'incertitude plane, Crédit Suisse abaisse sa cible (CF) | L'incertitude plane, Oddo abaisse sa cible (CF)",NR,NR,-0.02118384949098251,0.12371130050776591,0.0454781632543968,0.09450337512053997,0.11357678238402502,0.11838951636598982,0.14000000967495674,0.11304639262262706
2020-11-02,NR,NR,NR,NR,NR,NR,NR,"Sofia Merlo, nouvelle DRH Groupe (CF) | Finalise un 'accord stratégique' avec Allfunds (CF)",0.005781515239442037,0.2774662184617478,0.1223684677763699,0.14174575371353182,0.15659063610926593,0.3155809129696985,0.20938977266001202,0.25959845240336343
2020-11-03,NR,"+6% à 12,85E, une étape cruciale (CF)",Signe un contrat pour le métro de Bucarest (CF),NR,NR,A remporté l'étude de la mission TRUTHS de l'ESA (CF),"Baisse de 2% du CA sur 9 mois à 73,4 MdsE (CF)","Dopé par ses résultats, bondit vers 33,2E (CF) | Baisse de 2,3% du résultat net pdg au T3 (CF)",0.05144595477301328,0.26736539123174663,0.19860248921037016,0.12460889697797883,0.10650605351091857,0.32649366005130154,0.2114792362573763,0.27762647055834333
2020-11-04,NR,NR,Un fournisseur espagnol obtient une certification (CF),NR,NR,"Le titre s'envole, un broker reste à l'achat (CF) | Mainfirst reste à l'achat (CF)",Rebond de +4% après les trimestriels (CF) | Jefferies reste à l'achat après les trimestriels (CF),Crédit Suisse confirme son conseil (CF) | AlphaValue passe à l'achat (CF),0.04732554220302965,0.22365121305923563,0.14416105372356047,0.12689806698839945,0.05604040936731258,0.26859139220093,0.17529356998620704,0.2406401412359458
2020-11-05,NR,Résultat net pdg publié à 862 ME au T3 (CF),Signe un contrat de 130 ME au Maroc (CF) | Signe un contrat pour la ligne 4 du métro d'Athènes (CF),NR,NR,Berenberg relève sa cible (CF) | Fitch dégrade ses notes à 'BBB+' (CF),NR,NR,0.07307133176840086,0.1548231315484454,0.08374124085792278,0.07715455406963345,0.0344202479152369,0.20218817721312887,0.1417682504843938,0.16720770136461005
2020-11-06,NR,NR,NR,NR,NR,Commandes de 381 appareils au 31 octobre (CF),NR,NR,0.09643543722771941,0.1948012500424705,0.043997063058346164,0.0731277533039647,0.03759059301195844,0.2222856794084822,0.1664124060586567,0.20117368237679867
2020-11-09,La 5G dans l'usine de Lacroix Electronics (CF) | Expérimentation de 5G dans une usine Lacroix (CF) | Acquisition de l'opérateur TKR en Roumanie (CF),"Société Générale: 640 suppressions nettes de postes, notamment dans sa banqu... (AFP) | Projets d'ajustements d'organisation (CF)",NR,NR,Mis à l'honneur par l'évaluation NelsonHall (CF),Le titre s'envole après les chiffres de livraisons (CF) | Différend Boeing/Airbus: l'UE réplique aux taxes américaines et tend la main (AFP) | Le titre est largement sous-évalué estime Oddo (CF),NR,NR,0.0737015437836086,0.051523720709135246,0.01008206715076132,0.028918004031748934,-0.014567240725774422,0.0843373493975903,0.07959912500571265,0.03558210886146207
2020-11-10,"Djoliba, premier réseau panafricain de l'Ouest (CF)",NR,NR,NR,NR,NR,NR,"+24% en 24H, pulvérise les 39,5E (CF)",0.041853520944721945,0.018392812113794843,-0.0023110169018593085,0.014893577063727514,-0.005662034047036135,0.02468150835007399,0.05446088161982332,-0.030213305754217656
2020-11-11,NR,"Pullback sous 16,40E (CF)",NR,NR,Accord en vue d'une acquisition en Australie (CF),AlphaValue passe à 'accumuler' et ajuste sa cible (CF),NR,NR,0.046882821437724154,0.05216605814210751,0.09464645552030393,0.00016037148223002617,0.01087429345964086,0.034482758620689724,0.04557945484810122,0.000973495141854519
2020-11-12,"Renoue avec les 10,4E, la route des 11,1E s'ouvre (CF)",NR,A achevé la phase 1 d'un tramway au Qatar (CF),NR,Codéveloppe une application avec SNCF Réseau (CF) | Invest Securities remonte son objectif de cours (CF),Commande de 38 avions Eurofighter par l'Allemagne (CF),NR,NR,0.011690197909943523,0.05957062056316853,0.11537479657572303,0.005421369684228461,0.021453630850332805,0.05578538218478224,0.05318198616578029,0.03186249069597746
2020-11-13,"Va récupérer 2,2 Md d'E après un contentieux fiscal (CF) | La publicité télévisuelle ciblée fait ses débuts (CF)",NR,Livre les premières rames de train à la Région Sud (CF) | BlackRock passe sous les 5% du capital (CF),NR,NR,Sélectionné par l'ESA pour une mission Copernicus (CF),NR,NR,0.00725687556732546,0.034297369413807566,0.09437197439701484,0.007717589830921634,0.030117825022521805,0.035998152395287475,0.024523097887520384,0.02593009704803695
2020-11-16,NR,NR,Lancement d'une augmentation de capital (CF),NR,NR,NR,NR,NR,-0.017208442114658773,0.01645594792748284,0.034142400972072995,-0.014698717403962003,0.007391291079313911,0.001555548773871429,0.011843796853118871,0.0219212620146525
2020-11-17,Lancement d'Orange Ventures MEA Seed (CF),NR,"Le titre gagne près de 3%, un broker à l'achat (CF) | Prévisions en hausse, Oddo reste à l'achat (CF) | Cession de DPS par Bouygues (CF) | Dans les indices DJSI pour la dixième année (CF)",NR,NR,NR,NR,NR,-0.012912504052317697,0.0448484709768584,0.03902085981208869,-0.025318419271086023,0.04336396742947013,0.0378510800391183,0.03348732346988892,0.06866222176361969
2020-11-18,NR,NR,NR,NR,NR,La Suisse pourrait acheter des Eurofighter (CF),Lance un programme dédié à ses collaborateurs (CF),Des nominations à BNPP AM USA (CF),-0.008099098530142013,0.059812425067613306,0.015256585136841805,-0.031275060144346445,0.029259910629716668,0.016666666666666607,0.04359243087163822,0.06382202605958476
2020-11-19,Investissement dans le fonds Digital Health 2 (CF),NR,NR,NR,Annonce le succès du plan d'actionnariat salarié (CF),NR,NR,NR,0.014443872433734573,0.062028892806917924,-0.0018391225529813537,-0.01519605848524308,0.00642948984302949,0.005261403907636852,0.045214501169676735,0.06273744281693583
2020-11-23,NR,NR,NR,NR,NR,NR,NR,Renforcement des équipes PDRA de BNPP AM (CF),0.03015568362540222,0.007973901333139244,0.0820624371085168,-0.008196721311475419,0.0038843727541113537,-0.026736144320316124,0.039333560345973684,0.03555069690167345
2020-11-24,NR,NR,NR,Crédit Suisse relève son objectif de cours (CF),NR,NR,NR,"Pousse jusque vers 43,5E (CF)",0.029554294011146842,0.01774940602795194,0.07021232123222121,0.005790866741597345,-0.026028534960852112,-0.04385025106011864,0.0063991593329646435,0.010746569432809938
2020-11-25,NR,NR,Commande pour 64 tramways à Cologne (CF),NR,Déploie 'l'usine digitale' de la Saur (CF),NR,NR,NR,0.03121996292304763,0.029540227024916543,0.03711295847156393,0.0018211516323467514,-0.04473242928409171,-0.0019672164500085243,0.004932036669087925,0.02731115679700058
2020-11-26,Lance son réseau 5G dans 15 communes françaises (CF) | Dément vouloir acquérir Atos (CF),NR,Signe un contrat d'environ 160 ME à Milan (CF),NR,NR,L'armée allemande commande 31 hélicoptères NH90 (CF),NR,Isabelle Giordano bientôt à la tête du mécénat (CF),-0.0061698700830326025,0.049680050321159186,0.02901893572928893,0.0038161402793843724,-0.015332223410244428,0.05790642284549907,0.0034364661961783227,0.03482066789087668
2020-11-27,"Déborde la résistance des 10,5E (CF)",NR,NR,NR,NR,NR,Les résultats du plan d'actionnariat salarié 2020 (CF),Exigences de fonds propres notifiées par la BCE (CF),-0.013564032720397523,0.05574801246293015,-0.018145601233534148,-0.00709334824543062,-0.018789144050104345,0.06933330959743933,0.013581980756194323,0.043696540380822047
2020-11-30,NR,NR,NR,NR,NR,NR,Cession des activités d'assurance dans le Golfe (CF),NR,-0.03682722735631394,0.06640295738471713,-0.01476509700553097,-0.02578508361311982,0.00902833529502134,0.08526154612244063,0.0023335799120733913,0.0358431493089284
2020-12-01,NR,"Puissant rebond au-delà de 41,4E (CF)",Essais réussis pour le premier TER hybride (CF) | Le train à hydrogène approuvé en Autriche (CF) | A obtenu toutes les autorisations règlementaires (CF),NR,Série d'offres dédiées aux sciences de la vie (CF),NR,Va sécuriser le parc éolien de la baie de St-Brieuc (CF) | Plan stratégique et objectifs pour 2021-2023 (CF),NR,-0.03576471665326286,-0.0013678427273281502,-0.025937280159159637,-0.03783516873875614,0.01724137931034475,0.059619706264901984,-0.008175245067252424,0.0018097050796008762
2020-12-02,Construction d'un nouveau navire câblier (CF),NR,Oddo confirme son conseil sur le titre (CF),Ouvre de nouveaux bureaux aux États-Unis (CF),Leader de l'évaluation Peak Matrix Assessment (CF),Lancement du satellite FalconEye (CF) | Le Mali commande un nouvel avion de transport C295 (CF),NR,NR,-0.04750808491086411,-0.013508913612990447,-0.012733216818267779,-0.05090065945407474,0.03413568075167528,0.02485760677455473,-0.003205182394507622,-0.00901006867897669
